,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year,Month_Year,Discount_percentage,Selling Price Per Unit,Cost Price Per Unit
417,38333,CA-2011-124618,2011-02-05,2011-04-05,Second Class,CS-11860,Cari Schnelling,Consumer,Lakeland,Florida,United States,33801.0,US,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,0.2,89.997,122.9,Critical,2011,2011-02,20.0,239.992,194.99349999999998
433,37121,CA-2011-115056,2011-02-05,2011-02-05,Same Day,AR-10510,Andrew Roberts,Consumer,Columbus,Ohio,United States,43229.0,US,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,3,0.2,1.9602,6.94,High,2011,2011-02,20.0,8.712,8.0586
444,35186,CA-2011-100895,2011-02-06,2011-06-06,Standard Class,SV-20785,Stewart Visinsky,Consumer,Roswell,Georgia,United States,30076.0,US,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2,0.0,107.082,49.06,High,2011,2011-02,0.0,178.47,124.929
451,35185,CA-2011-100895,2011-02-06,2011-06-06,Standard Class,SV-20785,Stewart Visinsky,Consumer,Roswell,Georgia,United States,30076.0,US,South,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0.0,67.1916,27.96,High,2011,2011-02,0.0,79.99,57.592800000000004
467,32015,CA-2011-104472,2011-02-06,2011-07-06,Standard Class,CK-12325,Christine Kargatis,Home Office,Orem,Utah,United States,84057.0,US,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376,4.76,Medium,2011,2011-02,20.0,19.936,13.456800000000001
469,32016,CA-2011-104472,2011-02-06,2011-07-06,Standard Class,CK-12325,Christine Kargatis,Home Office,Orem,Utah,United States,84057.0,US,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0.0,21.996,4.38,Medium,2011,2011-02,0.0,12.219999999999999,8.554
479,35184,CA-2011-100895,2011-02-06,2011-06-06,Standard Class,SV-20785,Stewart Visinsky,Consumer,Roswell,Georgia,United States,30076.0,US,South,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2,0.0,2.6536,1.42,High,2011,2011-02,0.0,4.28,2.9532000000000003
484,34029,CA-2011-107594,2011-02-07,2011-06-07,Standard Class,EH-13945,Eric Hoffmann,Consumer,Plainfield,New Jersey,United States,7060.0,US,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0.0,19.9746,6.15,Medium,2011,2011-02,0.0,36.99,27.002700000000004
489,34030,CA-2011-107594,2011-02-07,2011-06-07,Standard Class,EH-13945,Eric Hoffmann,Consumer,Plainfield,New Jersey,United States,7060.0,US,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1,0.0,2.1762,0.57,Medium,2011,2011-02,0.0,5.58,3.4038
490,37471,US-2011-106299,2011-02-08,2011-08-08,Standard Class,NZ-18565,Nick Zandusky,Home Office,Springfield,Missouri,United States,65807.0,US,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2,0.0,226.3626,103.4,Medium,2011,2011-02,0.0,419.19,306.0087
515,37469,US-2011-106299,2011-02-08,2011-08-08,Standard Class,NZ-18565,Nick Zandusky,Home Office,Springfield,Missouri,United States,65807.0,US,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5,0.0,12.549,1.96,Medium,2011,2011-02,0.0,5.34,2.8302
519,37470,US-2011-106299,2011-02-08,2011-08-08,Standard Class,NZ-18565,Nick Zandusky,Home Office,Springfield,Missouri,United States,65807.0,US,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2,2,0.0,9.116,0.94,Medium,2011,2011-02,0.0,10.6,6.042
525,40330,CA-2011-152268,2011-02-09,2011-07-09,Standard Class,SC-20095,Sanjit Chand,Consumer,Fayetteville,Arkansas,United States,72701.0,US,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706,68.65,Medium,2011,2011-02,0.0,896.99,475.4047
530,40436,CA-2011-106971,2011-02-09,2011-08-09,Standard Class,BM-11785,Bryan Mills,Consumer,Buffalo Grove,Illinois,United States,60089.0,US,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,475.944,7,0.2,95.1888,46.08,Medium,2011,2011-02,20.0,67.992,54.3936
531,38585,CA-2011-158281,2011-02-09,2011-07-09,Standard Class,AG-10525,Andy Gerbode,Corporate,Houston,Texas,United States,77095.0,US,Central,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,559.71,3,0.4,-121.2705,44.72,Medium,2011,2011-02,40.0,186.57000000000002,226.9935
544,36226,US-2011-138828,2011-02-09,2011-03-09,First Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,United States,10009.0,US,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,0.0,16.17,16.87,Critical,2011,2011-02,0.0,11.55,8.315999999999999
545,36325,CA-2011-151792,2011-02-09,2011-07-09,Second Class,CV-12295,Christina VanderZanden,Consumer,Chicago,Illinois,United States,60653.0,US,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3,0.2,53.9946,16.63,Medium,2011,2011-02,20.0,79.992,61.9938
549,34222,CA-2011-157721,2011-02-09,2011-05-09,First Class,JM-16195,Justin MacKendrick,Consumer,Watertown,New York,United States,13601.0,US,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1,0.0,4.9497,12.46,High,2011,2011-02,0.0,70.71,65.7603
567,36227,US-2011-138828,2011-02-09,2011-03-09,First Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,14.94,3,0.0,7.0218,4.15,Critical,2011,2011-02,0.0,4.9799999999999995,2.6393999999999997
570,35700,CA-2011-127936,2011-02-09,2011-04-09,First Class,CL-12565,Clay Ludtke,Consumer,New York City,New York,United States,10009.0,US,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,0.0,8.0712,3.6,High,2011,2011-02,0.0,7.079999999999999,4.3896
571,34221,CA-2011-157721,2011-02-09,2011-05-09,First Class,JM-16195,Justin MacKendrick,Consumer,Watertown,New York,United States,13601.0,US,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1,0.0,8.955,3.34,High,2011,2011-02,0.0,19.9,10.944999999999999
583,34521,CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281.0,US,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,81.54,High,2011,2011-02,20.0,159.2,105.47
584,34524,CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281.0,US,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,5.6,High,2011,2011-02,20.0,76.792,70.0727
585,34522,CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281.0,US,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,2.88,High,2011,2011-02,20.0,2.128,1.3566000000000003
586,34523,CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281.0,US,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,1.72,High,2011,2011-02,20.0,7.68,9.312
587,34520,CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281.0,US,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,1.32,High,2011,2011-02,20.0,2.336,1.6059999999999999
588,34519,CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281.0,US,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,1.06,High,2011,2011-02,20.0,4.704,2.9987999999999997
589,34525,CA-2011-108189,2011-02-10,2011-05-10,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281.0,US,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-0.0895,0.93,High,2011,2011-02,20.0,7.16,7.2495
592,38573,CA-2011-120670,2011-02-11,2011-06-11,Standard Class,JK-16120,Julie Kriz,Home Office,Fort Lauderdale,Florida,United States,33311.0,US,South,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,10,0.2,239.976,67.38,Medium,2011,2011-02,20.0,79.99199999999999,55.9944
598,37798,CA-2011-129147,2011-02-11,2011-06-11,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256.0,US,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,0.4,-107.9928,35.78,High,2011,2011-02,40.0,89.99400000000001,107.9928
599,38804,CA-2011-115889,2011-02-11,2011-06-11,Standard Class,SH-20395,Shahid Hopkins,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0.0,105.2468,34.38,High,2011,2011-02,0.0,181.46,128.8366
609,35821,CA-2011-107454,2011-02-11,2011-06-11,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0.0,24.1218,9.82,High,2011,2011-02,0.0,14.89,10.8697
611,38803,CA-2011-115889,2011-02-11,2011-06-11,Standard Class,SH-20395,Shahid Hopkins,Consumer,San Francisco,California,United States,94122.0,US,West,TEC-PH-10001615,Technology,Phones,AT&T CL82213,46.384,2,0.2,5.2182,6.76,High,2011,2011-02,20.0,23.192,20.5829
616,37524,CA-2011-148782,2011-02-11,2011-07-11,Standard Class,PO-18850,Patrick O'Brill,Consumer,Irving,Texas,United States,75061.0,US,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,4.83,Medium,2011,2011-02,20.0,29.592,27.0027
620,37799,CA-2011-129147,2011-02-11,2011-06-11,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256.0,US,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7,0.4,-10.0464,4.01,High,2011,2011-02,40.0,7.176,8.6112
621,38874,CA-2011-134726,2011-02-11,2011-07-11,Second Class,SW-20755,Steven Ward,Corporate,Seattle,Washington,United States,98115.0,US,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,1,0.2,4.6193,3.91,Medium,2011,2011-02,20.0,52.792,48.1727
624,38873,CA-2011-134726,2011-02-11,2011-07-11,Second Class,SW-20755,Steven Ward,Corporate,Seattle,Washington,United States,98115.0,US,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0.0,15.0984,3.44,Medium,2011,2011-02,0.0,20.97,13.4208
625,35820,CA-2011-107454,2011-02-11,2011-06-11,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0.0,16.0356,2.86,High,2011,2011-02,0.0,4.9799999999999995,2.6892
631,37800,CA-2011-129147,2011-02-11,2011-06-11,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256.0,US,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,0.7,-13.4694,1.58,High,2011,2011-02,70.0,6.414000000000001,10.903799999999999
638,32005,CA-2011-112158,2011-02-12,2011-04-12,First Class,DP-13165,David Philippe,Consumer,New York City,New York,United States,10035.0,US,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49,122.33,High,2011,2011-02,20.0,176.784,198.882
649,37898,CA-2011-154095,2011-02-12,2011-07-12,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735.0,US,East,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",239.84,8,0.0,64.7568,24.45,High,2011,2011-02,0.0,29.98,21.8854
652,32004,CA-2011-112158,2011-02-12,2011-04-12,First Class,DP-13165,David Philippe,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0.0,52.7824,16.5,High,2011,2011-02,0.0,29.99,16.794399999999996
654,37897,CA-2011-154095,2011-02-12,2011-07-12,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735.0,US,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,146.82,3,0.0,73.41,13.24,High,2011,2011-02,0.0,48.94,24.47
655,36172,CA-2011-132864,2011-02-12,2011-07-12,Standard Class,KN-16390,Katherine Nockton,Corporate,Columbus,Ohio,United States,43229.0,US,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,11.99,Medium,2011,2011-02,20.0,23.96,17.97
656,37896,CA-2011-154095,2011-02-12,2011-07-12,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735.0,US,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,3,0.0,23.6808,10.44,High,2011,2011-02,0.0,20.24,12.346399999999997
659,32006,CA-2011-112158,2011-02-12,2011-04-12,First Class,DP-13165,David Philippe,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768,3.14,High,2011,2011-02,20.0,5.84,3.8689999999999998
660,34084,US-2011-117744,2011-02-12,2011-06-12,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,United States,78415.0,US,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803,3.14,Medium,2011,2011-02,60.0,11.672,16.6326
662,34086,US-2011-117744,2011-02-12,2011-06-12,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,United States,78415.0,US,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.976,2.37,Medium,2011,2011-02,60.0,7.992,12.7872
663,37899,CA-2011-154095,2011-02-12,2011-07-12,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735.0,US,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,15.66,6,0.0,7.2036,2.37,High,2011,2011-02,0.0,2.61,1.4094
669,34085,US-2011-117744,2011-02-12,2011-06-12,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,United States,78415.0,US,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,7,0.2,1.4406,0.69,Medium,2011,2011-02,20.0,2.352,2.1462
670,40299,CA-2011-103807,2011-02-12,2011-09-12,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Sandy Springs,Georgia,United States,30328.0,US,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,3,0.0,7.1628,0.65,Medium,2011,2011-02,0.0,5.08,2.6924000000000006
671,40298,CA-2011-103807,2011-02-12,2011-09-12,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Sandy Springs,Georgia,United States,30328.0,US,South,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,5.95,1,0.0,0.833,0.35,Medium,2011,2011-02,0.0,5.95,5.117
672,37548,CA-2011-101147,2011-02-12,2011-04-12,First Class,MC-17575,Matt Collins,Consumer,Chicago,Illinois,United States,60623.0,US,Central,OFF-AP-10004249,Office Supplies,Appliances,Staples,2.394,1,0.8,-6.3441,0.23,High,2011,2011-02,80.0,2.394,8.7381
694,40435,CA-2011-123400,2011-03-02,2011-10-02,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,United States,33710.0,US,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,4.99,Medium,2011,2011-03,20.0,36.192,33.4776
697,40434,CA-2011-123400,2011-03-02,2011-10-02,Standard Class,EB-13930,Eric Barreto,Consumer,Saint Petersburg,Florida,United States,33710.0,US,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.336,2,0.7,-12.224,1.66,Medium,2011,2011-03,70.0,9.168,15.28
699,33000,CA-2011-139857,2011-03-02,2011-07-02,Standard Class,CD-12790,Cynthia Delaney,Home Office,San Diego,California,United States,92037.0,US,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0.0,5.8045,0.29,Medium,2011,2011-03,0.0,2.4699999999999998,1.3091
707,38544,US-2011-127978,2011-03-03,2011-08-03,Standard Class,JS-15595,Jill Stevenson,Corporate,Columbus,Ohio,United States,43229.0,US,East,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,5,0.5,-199.617,34.51,Medium,2011,2011-03,50.0,60.489999999999995,100.4134
708,40008,CA-2011-105648,2011-03-03,2011-07-03,Standard Class,EJ-14155,Eva Jacobs,Consumer,San Diego,California,United States,92037.0,US,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882,32.55,Medium,2011,2011-03,20.0,208.784,216.61339999999998
710,32460,CA-2011-127964,2011-03-03,2011-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,New York City,New York,United States,10035.0,US,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872,22.16,High,2011,2011-03,20.0,41.92,28.296000000000003
714,38645,CA-2011-130421,2011-03-03,2011-07-03,Standard Class,SC-20020,Sam Craven,Consumer,Houston,Texas,United States,77095.0,US,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,3,0.8,-459.6072,10.65,Medium,2011,2011-03,80.0,58.924,212.1264
722,32461,CA-2011-127964,2011-03-03,2011-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,New York City,New York,United States,10035.0,US,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,2.48,High,2011,2011-03,20.0,5.064,3.2283
725,38545,US-2011-127978,2011-03-03,2011-08-03,Standard Class,JS-15595,Jill Stevenson,Corporate,Columbus,Ohio,United States,43229.0,US,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,44.672,8,0.2,-10.0512,1.94,Medium,2011,2011-03,20.0,5.584,6.8404
727,38543,US-2011-127978,2011-03-03,2011-08-03,Standard Class,JS-15595,Jill Stevenson,Corporate,Columbus,Ohio,United States,43229.0,US,East,OFF-LA-10000305,Office Supplies,Labels,Avery 495,15.12,3,0.2,4.914,1.37,Medium,2011,2011-03,20.0,5.04,3.4019999999999997
730,31852,CA-2011-155852,2011-03-03,2011-07-03,Second Class,AJ-10945,Ashley Jarboe,Consumer,Wilmington,North Carolina,United States,28403.0,US,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048,1.05,Medium,2011,2011-03,20.0,4.864,4.0128
732,32459,CA-2011-127964,2011-03-03,2011-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,New York City,New York,United States,10035.0,US,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954,0.99,High,2011,2011-03,0.0,9.99,5.3946000000000005
737,41182,CA-2011-112291,2011-03-04,2011-08-04,Standard Class,KE-16420,Katrina Edelman,Corporate,Los Angeles,California,United States,90008.0,US,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0.0,57.5928,9.63,Medium,2011,2011-03,0.0,79.99,51.193599999999996
739,41181,CA-2011-112291,2011-03-04,2011-08-04,Standard Class,KE-16420,Katrina Edelman,Corporate,Los Angeles,California,United States,90008.0,US,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0.0,22.4316,2.82,Medium,2011,2011-03,0.0,20.77,13.2928
740,41180,CA-2011-112291,2011-03-04,2011-08-04,Standard Class,KE-16420,Katrina Edelman,Corporate,Los Angeles,California,United States,90008.0,US,West,OFF-EN-10001415,Office Supplies,Envelopes,Staples,11.16,2,0.0,5.58,0.24,Medium,2011,2011-03,0.0,5.58,2.79
766,35158,CA-2011-135755,2011-03-05,2011-10-05,Standard Class,NC-18415,Nathan Cano,Consumer,Yonkers,New York,United States,10701.0,US,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,2.54,Medium,2011,2011-03,20.0,13.392000000000001,8.5374
770,32849,CA-2011-130274,2011-03-05,2011-05-05,First Class,JS-15940,Joni Sundaresam,Home Office,Appleton,Wisconsin,United States,54915.0,US,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,7,0.0,10.3488,1.21,High,2011,2011-03,0.0,3.0799999999999996,1.6015999999999997
